school_id,teach_id,child_id,lit_pretest,math_pretest,lit_posttest,math_posttest,ses,female,black,hisp,asian,nohsdip,ba,maprofdeg,nonenghome,pct_frpl,private,fullday
1200,1200T01,1200008C,40.38,45.93,51.65,66.59,1.16,1,0,0,0,0,0,1,0,0,1,1
0890,0890T08,0890021C,33.03,22.82,39.36,31.12,-0.02,1,1,0,0,0,0,0,0,,0,1
0826,0826T03,0826011C,26.47,14.11,39.71,23.31,-1,1,1,0,0,0,0,0,0,,0,1
0290,0290T01,0290016C,33.52,22.57,37.03,29.9,0.92,0,0,0,0,0,1,0,0,,0,0
3050,3050T01,3050010C,32.91,17.16,46.59,27.69,0.81,0,1,0,0,0,0,1,0,,0,0
0020,0020T01,0020020C,32.58,24.02,48.07,32.75,-0.52,1,0,0,0,0,0,0,0,,0,0
0366,0366T06,0366013C,26.1,21.02,45.94,38.19,-0.53,1,0,0,0,0,0,0,0,,0,1
0009,0009T02,0009015C,29.6,18.65,39.5,21.53,-0.29,0,0,0,0,0,0,0,0,37.95,0,0
0467,0467T03,0467014C,71.04,43.25,100.34,55.3,-0.45,0,0,0,0,0,0,0,0,28.82,0,1
0363,0363T02,0363015C,53.25,44.24,65.34,61.12,1.13,1,0,0,0,0,0,1,0,35.99,0,1
0010,0010T01,0010003C,38.92,30.77,51.97,36.45,-0.11,0,0,0,0,0,0,0,0,32.95,0,0
0394,0394T01,0394022C,,16.26,46.69226,20.15,-1.27,1,0,1,0,1,0,0,1,,0,0
0338,0338T01,0338005C,37.61,31.37,46.76,57.22,0.35,0,1,0,0,0,0,0,0,,1,
0779,0779T01,0779002C,32.71,23.12,40.03,33.98,-0.46,1,0,0,0,0,0,0,0,,0,1
0859,0859T10,0859010C,33.5,27.54,46.55,37.85,0.97,0,0,0,0,0,0,0,0,29.47,0,1
1251,1251T06,1251024C,47.7,40.06,57.62,39.13,0.92,0,0,0,0,0,1,0,0,,0,0
0841,0841T04,0841019C,24.3,10.91,26.24,16.08,-0.9,1,1,0,0,1,0,0,0,68.69,0,1
0643,0643T01,0643006C,37.74,24.19,50.71,33.74,0.64,1,0,0,0,0,1,0,0,,1,0
0815,0815T05,0815021C,29.99,25.87,47.44,33.33,-0.24,0,0,0,0,0,0,0,0,37.46,0,1
1267,1267T05,1267003C,32.35,28.15,56.21,30.2,-0.1,0,0,0,1,0,0,0,0,31.54,0,0
1116,1116T01,1116014C,33.19,31.58,41.98,33.66,-1.06,1,0,1,0,1,0,0,0,28.57,1,0
1056,1056T01,1056013C,45.32,55.34,52.62,66.59,1.23,0,0,0,0,0,1,0,0,5.54,1,1
0644,0644T01,0644011C,37.52,29.39,52.89,48.23,0.01,1,0,0,0,0,0,0,0,55.27,0,1
1155,1155T04,1155018C,,25.44,32.81,28.8,-1.03,1,0,1,0,1,0,0,1,87.05,0,0
0363,0363T02,0363016C,37.9,31.3,44.22,36.4,-0.55,0,0,0,0,0,0,0,0,35.99,0,1
1042,1042T01,1042026C,,14.74,29.32,22.24,-1.45,1,0,1,0,1,0,0,1,69.74,0,1
0814,0814T02,0814010C,22.03,16.78,32.22,28.91,-0.67,0,1,0,0,0,0,0,0,75.6,0,1
0695,0695T03,0695003C,34.42,23.49,52.58,36.23,0.35,1,0,0,1,0,1,0,1,34.21,0,1
0081,0081T03,0081020C,25.28,22.92,39.78,21.46,1.04,0,0,0,0,0,0,1,0,,0,0
3006,3006T02,3006016C,36.87,35.64,51.38,51.08,0.95,0,0,0,0,0,1,0,0,,0,0
1056,1056T01,1056007C,,,68.18,32.36,1.31,0,0,0,0,0,0,1,,5.54,1,1
0941,0941T03,0941011C,33.12,23.35,54.35,34.68,-0.32,0,1,0,0,0,0,0,0,38.39,0,1
0504,0504T02,0504018C,26.88,18.67,41.36,24.86,-0.1,0,0,0,0,0,0,0,0,,0,0
1219,1219T03,1219008C,36.06,24.02,49.44,38.79,0,0,0,1,0,0,0,0,1,,0,0
0015,0015T01,0015009C,25.39,17.83,36.22,32.67,-0.54,1,0,0,0,0,0,0,0,52.38,0,0
2075,2075T01,2075004C,23.49,16.12,37.47,27.77,-0.44,1,0,1,0,0,0,0,1,50,1,1
0184,0184T05,0184022C,25.6,16.1,27.48,17.57,-0.07,1,0,1,0,0,0,0,0,,0,1
0231,0231T01,0231002C,40.47,37.5,46.58,34.28,-0.51,1,0,0,0,0,0,0,0,45.45,0,0
0773,0773T01,0773005C,,,41.72,44.19,0.65,0,0,0,0,0,1,0,,0,1,1
0626,0626T01,0626006C,44.6,31.07,78.9,48.42,0.43,1,0,0,0,0,0,0,0,0,1,1
1090,1090T03,1090011C,36.91,28.24,56.43,58.48,0.8,1,0,0,0,0,0,0,0,0,1,1
0425,0425T01,0425020C,33,22.71,40.14,28.78,-0.09,1,0,0,0,0,0,0,0,.49,1,0
0461,0461T01,0461007C,29.37,17.06,39.04,26.78,-0.54,1,0,0,0,0,0,0,0,18.36,0,1
0649,0649T02,0649008C,34.9,33.87,51.72,44.01,-0.75,0,0,0,0,1,0,0,0,66.03,0,1
1038,1038T02,1038019C,,18.08,38.44056,23.37,-0.86,1,0,1,0,0,0,0,1,14.96,0,1
0379,0379T01,0379024C,24.64,22.74,36.41,37.13,-0.14,1,0,0,0,0,0,0,0,8.06,1,0
0387,0387T01,0387011C,31.12,24.41,39.05,28.56,,0,0,1,0,,,,1,29.7,0,0
0606,0606T06,0606024C,50.75,49.63,67.74,65.49,2.12,1,0,0,0,0,0,1,0,,0,1
0044,0044T02,0044007C,32.56,22.43,38.54,27.48,1.33,1,0,0,0,0,1,0,0,2.26,0,1
0269,0269T01,0269008C,42.7,26.18,65.85,28.85,0.84,0,0,0,0,0,1,0,0,17.52,0,0
0704,0704T03,0704016C,24.7,18.02,33.51,25.71,-0.49,0,0,1,0,0,0,0,1,36.98,0,1
0883,0883T04,0883008C,26.91,17.36,39.89,29.42,-1.89,1,0,1,0,1,0,0,0,,0,1
0114,0114T02,0114012C,26.48,15.47,32.32,19.67,,1,,,,,,,0,,0,1
0361,0361T01,0361022C,26.58,21.84,41.86,33.41,-0.1,1,0,0,0,0,0,0,0,4.15,1,0
3026,3026T01,3026004C,27.33,15.42,36.53,20.51,-0.52,0,0,0,0,0,0,0,0,60,0,1
0473,0473T01,0473002C,33.86,30.95,54.94,44.14,0.4,1,0,0,0,0,0,0,0,,0,0
0007,0007T01,0007003C,41.68,24.32,48.01,34.58,1.18,1,0,0,0,0,0,1,0,2.11,1,0
0749,0749T02,0749007C,26.69,23.48,28.1,40.6,0.95,0,0,0,0,0,0,1,0,60,0,1
0195,0195T03,0195017C,27.21,24.99,44.02,35.68,-0.04,0,1,0,0,0,0,0,0,,0,1
0876,0876T03,0876009C,28.71,22.93,36.75,31.04,-0.55,0,0,0,0,0,0,0,0,,0,0
0174,0174T01,0174015C,34.06,27.37,48.8,32.57,-0.51,0,1,0,0,0,0,0,0,,0,1
0005,0005T01,0005010C,27.76,25.85,46.74,36.5,-0.38,0,0,0,0,0,0,0,0,93,0,0
0664,0664T01,0664008C,34.58,32.21,52.48,54.13,-0.65,0,0,0,0,0,0,0,0,23.8,0,1
0116,0116T01,0116002C,48.95,41.3,76.44,55.25,0.66,1,0,0,0,0,1,0,0,5.42,0,1
0073,0073T02,0073012C,35.83,29.57,39.78,38.64,0.75,0,0,0,0,0,1,0,0,.25,0,1
2006,2006T01,2006006C,34.22,22.19,39.49,23.84,1.13,1,0,0,0,0,1,0,0,0,1,1
0449,0449T03,0449009C,,,33.9,24.59,,1,0,0,1,,,,1,,0,0
0077,0077T02,0077019C,25.45,17.58,34.86,20.76,1.2,0,0,0,0,0,1,0,0,,1,1
2120,2120T03,2120010C,35.2,27.21,40.66,37.05,-0.33,0,0,0,0,0,0,0,0,20.48,0,1
0729,0729T01,0729016C,26.77,18.01,39.33,25.54,-0.6,0,1,0,0,0,0,0,0,31.38,0,1
0227,0227T04,0227002C,27.69,17.79,37.34,25.9,-0.34,0,0,0,0,0,0,0,0,23.76,0,0
0361,0361T01,0361014C,41.71,29.89,46.76,42.96,0.57,1,0,0,0,0,1,0,0,4.15,1,0
0779,0779T04,0779021C,29.86,18.86,39.22,30.91,0.07,1,0,0,0,0,0,0,0,,0,1
0431,0431T01,0431003C,35,16.89,47.25,32.14,-0.45,0,0,0,0,0,0,0,0,11.32,0,1
0517,0517T03,0517015C,24.81,17.44,28.49,19.75,0.38,0,0,0,0,0,1,0,0,69.39,0,1
0771,0771T04,0771007C,40.9,36.41,54.28,42.03,-0.08,0,0,0,0,0,1,0,0,25.45,0,1
0361,0361T01,0361008C,40.69,35.2,53.08,44.32,0.81,0,0,0,0,0,1,0,0,4.15,1,0
0069,0069T01,0069023C,37.22,22.85,42.82,27.15,0.11,0,0,0,0,0,0,0,0,26.92,1,0
0430,0430T01,0430014C,33.85,22.81,45.52,40.53,0.51,0,0,0,0,0,0,0,0,,0,1
0029,0029T02,0029014C,29.01,20.14,29.17,23.3,-0.16,0,0,0,0,0,0,0,0,21.48,0,0
0913,0913T01,0913014C,44.33,32.44,51.52,43.15,0.09,1,0,0,0,0,0,0,0,,0,1
0885,0885T02,0885008C,34.77,19.16,50.89,33.37,-0.75,0,0,1,0,0,0,0,0,76.92,0,1
0597,0597T01,0597002C,35.55,23.58,41.68,30.73,-0.39,1,1,0,0,0,0,0,0,59.97,0,1
0846,0846T02,0846013C,,,48.63,39.61,0.86,0,0,0,0,0,0,1,,1.45,1,1
2119,2119T04,2119009C,39.21,35.12,65.35,58.4,-0.45,0,0,0,0,0,0,0,0,32.99,0,1
0941,0941T01,0941002C,30.88,21.6,52.06,42.56,0.89,0,0,1,0,0,0,0,0,38.39,0,1
0085,0085T02,0085017C,38.88,30.36,53.6,42.62,0.46,1,0,0,0,0,1,0,0,,1,
1265,1265T03,1265003C,,,45.28168,39.10381,-1.02,0,0,0,1,1,0,0,,,0,0
0420,0420T02,0420005C,35.36,27.81,35.28,32.26,0.94,1,0,0,0,0,1,0,0,0,1,0
0707,0707T01,0707005C,37.42,40.29,41.49,54.83,-0.18,1,0,1,0,0,0,0,1,,0,0
0707,0707T05,0707016C,26.79,21,41.79,27.77,0.03,0,0,1,0,0,0,0,1,,0,1
1188,1188T01,1188004C,45.58,37.76,49.01,56.92,1.66,0,0,0,0,0,0,1,0,0,1,1
0420,0420T03,0420002C,,,39.37,30.65,0.8,0,0,0,0,0,0,1,,0,1,1
0229,0229T01,0229001C,34.27,22.74,44.41,35.84,0.11,1,0,0,0,0,0,0,0,24.58,0,0
0529,0529T03,0529022C,,,56.57,43.72,0.06,0,0,0,0,0,0,0,,5.24,1,1
0319,0319T01,0319005C,39.63,27.73,46.93,44.7,0.07,0,0,0,0,0,0,0,0,,0,0
1175,1175T06,1175015C,,24.21,45.16076,44.98,-1.1,0,0,1,0,1,0,0,1,,0,
0642,0642T03,0642003C,36.38,30,46.12,38.95,-0.11,0,0,0,0,0,0,0,0,21.76,0,1
2116,2116T01,2116019C,28.37,13.11,29.23,23.58,0.61,0,0,1,0,0,0,0,0,47.16,0,1
0745,0745T02,0745010C,27.94,18.68,36.82,32.79,-0.86,0,0,0,0,0,0,0,0,,0,1
1168,1168T01,1168004C,40.93,36.34,39.48,36.97,-0.07,0,1,0,0,0,0,0,0,,1,1
0430,0430T01,0430011C,40.62,33.61,50.24,53.32,0.54,1,0,0,0,0,1,0,0,,0,1
1003,1003T01,1003019C,43.04,37.26,55.03,45.3,0.54,0,0,0,0,0,1,0,0,14.37,0,0
0467,0467T03,0467015C,46.92,33.73,63.47,46.68,-0.21,1,0,0,0,0,0,0,0,28.82,0,1
0696,0696T03,0696012C,32.9,27.55,53.4,35.25,-0.38,0,1,0,0,0,0,0,0,,0,1
0870,0870T01,0870006C,26.06,21.23,37.12,27.4,-0.69,1,0,1,0,0,0,0,1,,0,0
3013,3013T01,3013025C,32.72,22.28,36.79,36.15,2.1,0,0,0,0,0,0,1,0,28.85,0,0
2127,2127T02,2127024C,38.12,22.79,38.44,29.5,-0.54,1,0,1,0,0,0,0,0,,0,0
1071,1071T01,1071023C,29.85,27.63,45.38,40.78,0.43,0,0,0,0,0,0,0,0,9.16,0,0
0252,0252T01,0252002C,25.19,20.52,33.04,30.55,-0.54,0,0,0,0,0,0,0,0,,0,0
0028,0028T01,0028008C,32.41,19.8,46.25,40.82,-0.34,1,0,0,0,0,0,0,0,0,1,1
0855,0855T04,0855007C,48.21,41,66.02,52.33,0.31,1,0,0,1,0,0,0,0,20.34,0,1
0599,0599T02,0599009C,26.78,16.46,34.23,20.91,-1.4,0,1,0,0,1,0,0,0,,0,1
0118,0118T01,0118002C,24.24,15.15,27.86,17.53,-0.35,0,0,1,0,0,0,0,0,,0,1
1267,1267T08,1267021C,33,27.13,47.75,35.8,0.78,0,0,0,0,0,1,0,0,31.54,0,0
0943,0943T03,0943017C,24.62,19.69,47.86,40.63,0.01,0,0,1,0,0,0,0,0,42.44,0,1
2117,2117T09,2117023C,27.71,17.25,40.3,31.39,0.23,1,0,0,0,0,1,0,0,0,0,
1045,1045T01,1045002C,40.78,25.86,46.75,29.05,0.35,1,0,0,0,0,0,0,0,0,1,
0303,0303T02,0303020C,37.04,29.02,55.72,33.7,-0.22,1,0,0,0,0,0,0,0,59.65,0,
1247,1247T05,1247022C,,14.38,33.07373,27.48,-1.1,0,0,1,0,1,0,0,1,,0,0
0491,0491T02,0491004C,43.84,32.93,51.8,45.85,-0.31,0,0,0,0,0,0,0,0,40.15,0,1
0070,0070T04,0070005C,25.15,17.35,33.71,24.12,-0.9,0,0,0,0,1,0,0,1,31.58,0,0
1256,1256T02,1256007C,,13.33,45.81,30.24,-1.12,0,0,1,0,1,0,0,1,,0,0
0940,0940T03,0940014C,28.98,20.4,48.17,25.33,0.26,0,0,1,0,0,0,0,0,24.42,0,1
0836,0836T04,0836020C,43.61,25.93,48.55,31.11,-0.11,1,0,0,0,0,0,0,0,,0,1
3073,3073T01,3073013C,32.38,20.47,37.65,23.64,-0.22,1,0,0,0,0,0,0,0,,0,0
0051,0051T01,0051004C,36.03,25.53,46.04,42.03,0.19,1,0,0,0,0,0,0,0,,1,1
0937,0937T04,0937001C,30.77,18.62,38.28,23.02,0.13,1,0,0,1,0,1,0,0,37.67,0,
0445,0445T07,0445017C,33.19,29.61,49.2,42.61,-0.37,1,0,0,0,0,0,0,0,,0,0
0190,0190T01,0190020C,39.97,27.65,51.46,32.48,0.64,0,0,0,0,0,1,0,0,24.33,0,0
0995,0995T03,0995019C,26.81,16.05,39.22,27.92,-0.24,0,1,0,0,0,0,0,0,,0,
1231,1231T08,1231024C,41.15,32.16,46.13,53.47,0.82,0,0,0,0,0,1,0,0,4.17,0,
0852,0852T01,0852006C,43.63,32.54,47.39,38.88,0.22,0,0,0,0,0,0,0,0,10.16,1,1
0282,0282T01,0282014C,29.2,20.77,36.85,29.09,0.29,1,0,0,0,0,1,0,0,,0,1
0095,0095T01,0095001C,46.58,23.49,47.04,32.8,0.92,1,0,0,1,0,0,1,0,25.82,0,1
0369,0369T02,0369017C,70.07,40.74,104.1,48.04,-0.04,1,0,0,0,0,1,0,0,16.04,0,1
1228,1228T02,1228010C,38.03,28.05,53.09,48.33,0.23,1,0,0,0,0,0,0,0,11.44,0,0
1017,1017T02,1017024C,39.65,32.49,48.52,50.67,0.72,1,0,1,0,0,0,1,0,,0,1
1086,1086T04,1086017C,29.85,22.54,45.59,43.39,-0.68,0,0,0,1,1,0,0,1,,0,0
0083,0083T08,0083014C,,12.61,38.67,25.18,-1.1,0,0,1,0,1,0,0,1,56.73,0,1
1260,1260T12,1260024C,25.23,14.88,47.69,33.17,-1.06,1,0,1,0,1,0,0,1,71.04,0,1
0250,0250T01,0250013C,33.28,27.62,49.2,50.39,0.78,0,0,0,0,0,1,0,0,.37,1,0
0414,0414T01,0414010C,37.67,26.86,70.8,48.06,,0,0,0,0,,,,0,10.47,0,1
2116,2116T01,2116016C,24.8,16.26,30.3,22.81,-0.11,1,0,1,0,0,0,0,0,47.16,0,1
0401,0401T01,0401010C,39.29,24.9,47.59,45.72,1.77,0,0,1,0,0,0,1,0,1.14,0,0
0011,0011T01,0011006C,30.53,19.65,38.85,26.87,0.2,1,0,0,0,0,0,0,0,17.21,0,0
0644,0644T04,0644007C,32.42,19.34,40.31,26.24,0.1,1,1,0,0,0,0,0,0,55.27,0,1
1166,1166T09,1166022C,,18.64,34.3,33.57,0.07,0,0,1,0,0,0,0,1,14.18,0,0
0110,0110T03,0110019C,28.01,22.05,39.9,26.5,0.26,0,1,0,0,0,0,0,0,,0,1
1089,1089T02,1089016C,28.6,17.73,40.49,25.23,-0.55,1,0,1,0,0,0,0,0,,0,0
0837,0837T02,0837003C,25.28,18.51,34.93,22.06,-1,1,1,0,0,1,0,0,0,89.02,0,1
0009,0009T01,0009008C,27.56,22.37,31.75,38.04,-0.45,1,0,0,0,0,0,0,0,37.95,0,0
0379,0379T01,0379025C,32.82,29.63,39.41,43,0.37,0,0,0,0,0,0,0,0,8.06,1,0
0170,0170T02,0170005C,26.23,17.63,37.07,22.28,,1,1,0,0,,,,0,,0,1
0723,0723T01,0723004C,38.72,36.72,40.26,44.32,-0.47,1,0,1,0,0,0,0,0,5.09,1,1
2038,2038T01,2038001C,67.78,64.54,64.19,65.31,1.6,0,1,0,0,0,0,1,0,0,1,1
0707,0707T05,0707018C,35.49,19.22,46.54,26.6,0.76,1,0,1,0,0,1,0,0,,0,1
0993,0993T02,0993023C,29.37,18.53,40.8,24.91,-0.08,1,0,1,0,0,0,0,0,7.69,0,0
0750,0750T05,0750004C,34.54,18.18,43.03,31.77,1.29,0,0,0,0,0,0,1,0,2.13,0,0
0128,0128T02,0128022C,27.23,12.22,31.58,21.66,-0.84,0,0,1,0,1,0,0,0,7.68,0,0
0816,0816T03,0816016C,36.17,31.18,47.66,40.71,1.08,1,0,0,0,0,1,0,0,17.48,0,1
0299,0299T03,0299021C,35.25,22.57,54.85,37.57,0.55,1,0,0,0,0,1,0,0,,1,1
0164,0164T01,0164016C,31.39,19.26,42.22,24.18,-1.23,0,0,1,0,1,0,0,1,,0,1
2127,2127T01,2127010C,32.04,22.6,35,33.86,-0.02,1,0,0,0,0,0,0,0,,0,0
0070,0070T02,0070010C,,,44.03949,38.87968,-0.32,0,0,0,0,0,0,0,,31.58,0,0
0943,0943T01,0943006C,27.11,14.29,37.28,20.79,-0.14,0,0,1,0,0,0,0,0,42.44,0,1
0666,0666T01,0666002C,32.86,19.01,41.13,27.75,0.48,0,0,1,0,0,0,0,0,14.59,0,1
0103,0103T04,0103015C,27.5,20.42,33.6,26.91,,0,0,1,0,,,,0,,0,1
1136,1136T06,1136006C,,,45.05,44,,1,0,0,1,,,,1,,0,0
0450,0450T05,0450008C,,,48.96404,38.05927,0.01,0,0,0,1,0,0,0,,50.65,0,1
0282,0282T02,0282018C,26.37,15.92,28.39,21.4,0.57,0,0,0,0,0,1,0,0,,0,0
0243,0243T01,0243008C,33.36,23.18,44.99,32.65,-0.51,1,0,0,0,0,0,0,0,,1,1
1215,1215T02,1215016C,,,35.26876,24.44024,0.37,0,0,1,0,0,1,0,,79.52,0,
1018,1018T04,1018023C,32.87,26.53,58.21,42.61,-0.46,0,0,0,0,0,0,0,0,,0,0
0005,0005T01,0005001C,33.47,32.3,44.08,51.85,-0.54,0,0,0,1,0,0,0,1,93,0,0
1086,1086T04,1086016C,,,45.41208,30.09522,-0.94,0,0,0,1,1,0,0,1,,0,0
0651,0651T03,0651021C,38.42,34.66,59.88,42.56,-0.5,1,0,0,0,0,0,0,0,15.35,0,1
0873,0873T02,0873011C,31.19,20.39,33.23,28.77,,1,0,0,0,,,,0,27.55,0,0
1269,1269T05,1269013C,44.97,25.26,57.54,48.65,-0.12,1,0,0,1,0,0,0,0,,0,0
0303,0303T01,0303002C,,,36.47,20.78,-1.15,1,0,1,0,1,0,0,,59.65,0,
0626,0626T02,0626015C,36.21,26.11,58.14,44.02,1.15,1,0,0,0,0,1,0,0,0,1,1
0102,0102T01,0102015C,32.4,25.04,47.89,43.56,-0.22,0,1,0,0,0,0,0,0,,0,1
0390,0390T01,0390004C,25.47,17.27,36.7,23.31,0.38,1,0,1,0,0,1,0,1,0,1,0
0183,0183T01,0183016C,23.57,23.19,38.2,44.1,-0.06,0,0,0,0,0,0,0,0,,1,0
0751,0751T01,0751009C,34.77,24.16,43.65,30.12,-0.66,0,0,0,0,0,0,0,0,47.91,0,0
0333,0333T01,0333022C,28.01,24.76,39.73,27.87,0.42,1,0,0,1,0,0,0,0,16.59,0,
3016,3016T03,3016011C,46.62,32.99,53.21,52.55,0.41,0,0,0,0,0,1,0,0,93,0,0
0936,0936T03,0936013C,25.19,17.21,35.48647,27.2233,0.69,0,1,0,0,0,1,0,0,28.23,0,0
3080,3080T04,3080021C,44.71,30.08,57.4,42.71,0.09,0,0,0,0,0,0,0,0,41.63,0,1
1101,1101T05,1101020C,43.34,34.72,62.32,39.54,0.15,1,1,0,0,0,0,0,0,,0,0
0259,0259T01,0259008C,31.12,35.53,51.16,46.31,-0.24,1,0,0,0,0,0,0,0,,0,1
0147,0147T01,0147005C,35.44,29.03,54.03,41.01,-0.74,0,0,0,0,0,0,0,0,,0,1
0819,0819T05,0819017C,25.96,23.74,38.38,38.51,-0.64,0,0,0,0,0,0,0,0,58.27,0,1
0320,0320T02,0320017C,26.97,18.62,33.96,25.71,-0.26,1,0,0,0,0,0,0,0,,0,1
2134,2134T01,2134008C,31.68,23.1,37.42,29.42,-0.09,0,0,0,0,0,0,0,0,,1,
1026,1026T01,1026007C,45.53,31.54,52.29,49.6,-0.58,0,0,0,0,0,0,0,0,45.63,0,0
3012,3012T02,3012024C,34.52,21.01,35.49,27.62,-0.82,0,1,0,0,0,0,0,0,,0,0
1179,1179T06,1179013C,,13.21,40.83,29.17,-0.92,1,0,1,0,1,0,0,1,,0,0
1001,1001T01,1001003C,30.64,25.18,44.29,37.92,0.82,1,0,0,0,0,1,0,0,2.34,0,0
0580,0580T03,0580016C,,14.57,44.43673,26.66,-0.83,0,0,1,0,1,0,0,1,52.15,0,1
0480,0480T06,0480006C,28.87,28.24,42.83,42.31,-0.13,1,0,0,0,0,0,0,0,33.64,0,1
0817,0817T02,0817012C,35.02,18.83,41.84,26.76,-0.48,1,1,0,0,0,0,0,0,40.08,0,1
0039,0039T04,0039022C,51.01,32.69,52.12,34.74,1.01,0,0,0,0,0,0,1,0,0,1,1
0614,0614T02,0614021C,30.5,17.33,40.35,22.22,0.17,0,1,0,0,0,1,0,0,44.96,0,1
0084,0084T02,0084021C,33.79,17.77,38.44,31.98,0.36,1,0,0,0,0,0,0,0,,0,0
0922,0922T04,0922018C,,13.2,31.19734,19.87,-1.33,1,0,1,0,1,0,0,1,,0,
3108,3108T01,3108022C,50.34,34.51,80.68,66.51,-1.04,0,0,0,0,0,0,0,0,44.09,0,1
1090,1090T03,1090006C,40.86,24.12,48.95,32.57,0.61,1,0,1,0,0,0,0,0,0,1,1
0858,0858T05,0858021C,30.62,21.8,58.63249,31.51147,-4.47,1,0,0,0,0,0,0,0,61.07,0,1
3027,3027T01,3027025C,32.46,23.05,44.42,32.09,0.46,1,0,0,0,0,0,0,0,15.53,0,0
1114,1114T04,1114015C,29.08,22.08,35.87,24.58,-0.31,1,1,0,0,0,0,0,0,,0,0
3054,3054T04,3054010C,,13.04,55.55875,26.2,,0,0,1,0,,,,1,,0,
0361,0361T01,0361001C,41.17,28.1,52.32,48.03,0.79,0,0,0,0,0,1,0,0,4.15,1,0
2120,2120T07,2120024C,49.09,49.46,60.04,63.92,0.49,1,0,0,0,0,1,0,0,20.48,0,1
0508,0508T03,0508017C,50.6,64.6,57.28,77.35,0.4,0,0,0,0,0,0,0,0,1.13,1,0
0101,0101T04,0101007C,32.28,18.64,36.49,25.84,-0.2,1,0,0,1,0,1,0,0,,0,1
0593,0593T01,0593015C,47.76,35.64,55.55,59.68,1.11,0,0,0,0,0,0,1,0,28.11,0,1
1219,1219T01,1219001C,39.25,28.39,45.85,44.87,-1.02,0,0,1,0,1,0,0,1,,0,0
0777,0777T01,0777003C,31.87,17.38,36.48,26.77,-0.17,1,0,0,0,0,0,0,0,26.67,0,1
0550,0550T03,0550021C,29.66,26.43,38.66,33.07,-1.27,0,1,0,0,0,0,0,0,,0,1
0737,0737T02,0737003C,27.57,18.63,34.08,21.6,0.82,0,0,0,0,0,1,0,0,7.94,1,0
0818,0818T04,0818006C,23.33,13.91,30.65,23.52,-0.37,1,0,0,0,1,0,0,0,46.96,0,1
3073,3073T01,3073010C,25.8,18.92,27.03,26.85,-0.64,1,0,0,0,0,0,0,0,,0,0
0869,0869T01,0869001C,31.53,21.09,37.95,35.37,0.84,0,0,0,0,0,0,1,0,20.16,0,0
1204,1204T01,1204016C,30.49,35.36,46.66,42.75,0.96,0,0,1,0,0,1,0,0,0,1,0
0013,0013T01,0013008C,60.05,44.39,99.14,58.85,1.32,1,0,0,0,0,0,1,0,0,1,1
2133,2133T02,2133005C,25.83,21.54,35.36,38.03,0.19,1,1,0,0,0,0,0,0,,1,1
0443,0443T02,0443011C,42.3,30.71,45.19,50.75,0.93,1,1,0,0,0,1,0,0,29.63,0,0
0754,0754T01,0754015C,36.24,33.72,45.01,42.68,-0.68,0,0,1,0,0,0,0,0,,0,1
2004,2004T03,2004015C,37.71,21.9,35.17,28.12,0.62,0,0,0,0,0,0,0,0,,1,1
1260,1260T06,1260012C,,15.41,53.34814,31.76,-0.91,1,0,1,0,1,0,0,1,71.04,0,
0052,0052T01,0052008C,,26.27,42.66,30.59,0.14,0,0,0,0,0,0,0,0,11.23,1,1
1006,1006T01,1006020C,73.82,79.98,111.98,101.07,1.19,0,0,0,0,0,0,1,0,2.66,1,1
0042,0042T01,0042012C,25.89,13.59,36.33,22.44,-1.23,0,0,1,0,1,0,0,1,,0,0
0513,0513T01,0513002C,35.45,34.65,64.92,54.6,1.14,0,0,0,0,0,0,1,0,46.67,0,1
1137,1137T02,1137012C,23.91,12.82,27.89,15.18,-0.64,0,0,1,0,0,0,0,1,,0,0
1253,1253T01,1253027C,38.75,24.26,45.28,30.26,0.4,0,0,0,0,0,1,0,0,,1,0
0845,0845T02,0845015C,25.88,14.77,22.73,20.62,-0.81,0,1,0,0,0,0,0,0,87.7,0,1
1019,1019T02,1019018C,29.38,22.32,30.25,35.51,0.41,1,0,0,0,0,0,0,0,49.71,0,0
1208,1208T04,1208017C,24.79,17.39,43.54,25,-0.41,0,0,0,0,0,0,0,0,47.69,0,0
0851,0851T02,0851017C,,,45.1,26.37,-1.58,1,1,0,0,1,0,0,,93,0,1
0460,0460T02,0460002C,33.84,25.47,48.06,40.37,2.28,0,0,0,1,0,0,1,0,20.06,0,1
1146,1146T04,1146017C,,23.35,53.03603,23.26,-1.26,1,0,1,0,1,0,0,1,93,0,
0037,0037T03,0037010C,43.36,38.06,57.31,41.57,-0.29,0,1,0,0,0,0,0,0,,0,1
0590,0590T01,0590002C,44.65,37.38,49.15,41.2,0.29,0,0,0,0,0,0,0,0,,1,
0777,0777T07,0777022C,34.44,28.78,45.09,38.5,-0.36,1,0,1,0,0,0,0,0,26.67,0,1
3047,3047T04,3047013C,33.39,23.69,36.39,32.91,0.14,1,0,0,0,0,0,0,0,,0,0
0528,0528T01,0528018C,36.15,21.65,46.06,32.54,-0.26,0,0,0,0,0,0,0,0,21.15,0,0
1256,1256T04,1256015C,33.13,22.69,42.62,31.59,-0.37,0,0,1,0,0,0,0,0,,0,
0411,0411T01,0411007C,36.17,28.81,42.82,32.28,0.14,1,0,0,0,0,0,0,0,10.35,0,0
0240,0240T02,0240012C,24.56,17.95,31.77,20.65,-2.05,0,1,0,0,0,0,0,0,,0,1
